blueWins,blueCurrentGolds,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redCurrentGolds,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,5892,1,18,8,21,56,23,1,1,3,6,3,2,1,1,0,1,2,0,0,2971,0,8,18,8,47,19,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,126,64,7,145,111,58,245,897,81,497
0,2766,0,27,17,39,47,10,1,0,2,2,1,1,0,0,1,1,2,0,0,2204,1,17,27,31,49,13,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,59,99,145,526,114,421,69,81,497
0,2828,1,25,12,31,46,18,1,0,2,1,1,0,0,0,1,2,1,0,0,5068,0,12,25,23,45,14,0,0,0,5,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,107,64,517,360,526,78,234,4,145,12
1,5180,0,21,17,30,52,28,0,0,0,3,1,1,1,0,1,2,2,0,0,2526,1,17,21,18,44,22,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164,64,163,498,111,114,254,518,145,201
0,5582,1,22,15,32,48,21,0,0,0,3,2,1,0,0,1,2,1,0,0,2372,0,15,22,25,58,17,1,0,1,7,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,85,64,69,360,526,24,517,126,895,497
1,1434,0,20,17,40,56,21,1,0,1,3,1,1,1,0,0,2,1,0,0,2157,1,17,20,36,59,24,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,92,68,131,360,526,79,101,78,145,497
1,4978,1,17,10,25,64,13,1,0,2,3,1,0,2,0,1,2,2,0,0,3733,0,10,17,15,46,32,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,897,104,134,81,497,89,64,777,115,150
1,2163,1,18,9,36,50,19,0,0,0,3,1,2,0,0,0,1,2,0,0,3229,0,9,18,8,52,15,1,0,3,3,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,85,104,4,429,412,897,121,84,18,12
1,2239,0,16,18,28,53,14,1,0,3,2,1,0,1,0,0,1,2,0,0,5294,1,18,16,32,58,22,0,0,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,61,145,12,897,104,134,429,53
0,3629,0,8,13,7,46,15,0,0,0,1,0,1,0,0,0,0,0,0,0,910,1,13,8,20,52,21,1,0,3,3,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,126,254,245,145,53,103,24,134,51,235
0,5041,1,23,17,34,127,13,1,0,2,3,2,1,0,0,1,2,2,0,0,1938,0,17,23,24,45,20,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,516,76,777,202,43,114,104,518,119,111
0,2361,1,15,12,27,49,18,1,0,3,3,1,1,1,0,1,2,1,0,0,6029,0,12,15,24,37,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,58,64,85,145,53,897,104,84,235,223
1,3769,1,10,9,20,74,23,1,0,2,3,1,1,1,0,1,1,2,0,0,3889,0,9,10,17,69,24,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,777,104,268,429,53,266,121,61,18,888
0,2508,1,21,19,28,42,18,1,0,3,3,0,1,2,0,1,2,1,0,0,4320,0,19,21,35,61,10,0,0,0,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,57,421,91,145,12,897,24,166,498,53
1,6406,0,18,12,27,48,11,1,0,3,4,2,1,1,0,1,2,1,0,0,3149,1,12,18,12,50,15,0,0,0,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41,526,200,15,235,79,24,777,67,497
1,3632,0,16,17,18,97,14,0,0,0,2,0,0,2,0,0,1,1,0,0,1666,1,17,16,21,50,13,1,0,3,3,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,887,76,78,222,9,57,104,126,69,111
1,5181,0,13,19,19,94,22,0,0,0,1,0,1,0,0,0,0,1,0,0,3201,1,19,13,25,98,16,1,0,3,4,2,0,2,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,58,203,711,222,432,266,104,84,523,412
0,3145,0,6,16,11,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2183,1,16,6,20,104,22,1,1,3,7,3,2,2,1,1,3,2,0,0,0,0,0,0,0,0,1,1,1,0,133,154,61,145,412,516,427,18,429,888
