blueWins,blueCurrentGolds,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redCurrentGolds,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,5029,1,20,9,26,57,23,1,1,3,6,3,2,1,2,0,1,2,0,0,4921,0,9,20,9,49,19,0,0,0,4,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,126,64,7,145,111,58,245,897,81,497
0,2524,0,28,17,39,49,12,1,0,2,2,1,1,0,0,1,1,2,0,0,2535,1,17,28,31,55,15,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,59,99,145,526,114,421,69,81,497
0,3911,1,27,14,34,49,19,1,0,2,1,1,0,0,0,1,2,1,0,0,2879,0,14,27,27,51,17,0,0,0,5,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,107,64,517,360,526,78,234,4,145,12
1,4049,0,22,18,32,55,30,0,0,0,3,1,1,1,0,1,2,2,0,0,3870,1,18,22,18,49,25,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,164,64,163,498,111,114,254,518,145,201
0,1236,1,22,17,32,53,21,0,0,0,3,2,1,0,0,1,2,1,0,0,3507,0,17,22,29,65,18,1,0,1,7,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,85,64,69,360,526,24,517,126,895,497
1,4340,0,24,19,51,61,23,1,0,1,3,1,1,1,0,0,2,1,0,0,1815,1,19,24,40,62,25,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,92,68,131,360,526,79,101,78,145,497
1,1091,1,18,14,28,64,14,1,0,2,3,1,0,2,0,1,3,2,0,0,2872,0,14,18,20,47,32,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,897,104,134,81,497,89,64,777,115,150
1,3712,1,19,10,38,56,20,0,0,0,3,1,2,0,0,0,1,2,0,0,3162,0,10,19,10,56,16,1,0,3,3,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,85,104,4,429,412,897,121,84,18,12
1,3728,0,16,19,28,58,16,1,0,3,2,1,0,1,0,0,1,2,1,0,2563,1,19,16,36,65,24,0,0,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,61,145,12,897,104,134,429,53
0,2561,0,9,17,9,50,17,0,0,0,1,0,1,0,0,0,0,0,0,0,4036,1,17,9,32,56,24,1,0,3,3,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,126,254,245,145,53,103,24,134,51,235
0,3811,1,23,18,34,136,15,1,0,2,3,2,1,0,0,1,2,2,1,0,2243,0,18,23,25,48,21,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,516,76,777,202,43,114,104,518,119,111
0,2417,1,17,16,31,53,19,1,0,3,3,1,1,1,0,1,2,1,0,0,5759,0,16,17,34,37,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,58,64,85,145,53,897,104,84,235,223
1,2934,1,13,11,26,78,26,1,0,2,4,1,2,1,0,1,1,2,0,0,3270,0,11,13,22,70,24,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,777,104,268,429,53,266,121,61,18,888
0,3021,1,24,22,35,43,18,1,0,3,3,0,1,2,0,1,2,1,0,0,3495,0,22,24,43,66,11,0,0,0,3,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,57,421,91,145,12,897,24,166,498,53
1,3208,0,18,13,27,50,13,1,0,3,4,2,1,1,0,1,2,1,0,0,1668,1,13,18,14,55,16,0,0,0,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41,526,200,15,235,79,24,777,67,497
1,4162,0,16,18,18,104,17,0,0,0,2,0,0,2,0,0,1,1,0,0,2923,1,18,16,23,57,16,1,0,3,3,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,887,76,78,222,9,57,104,126,69,111
1,3084,0,14,20,23,97,24,0,0,0,2,1,1,0,0,0,0,1,0,0,1930,1,20,14,27,101,16,1,0,3,5,2,1,2,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,58,203,711,222,432,266,104,84,523,412
0,5971,0,10,18,23,49,22,0,0,0,0,0,0,0,0,0,0,0,1,1,3657,1,18,10,21,106,23,1,1,3,7,3,2,2,1,1,3,2,0,0,0,0,0,0,0,0,1,1,1,0,133,154,61,145,412,516,427,18,429,888
0,3095,1,9,17,12,51,19,0,0,0,0,0,0,0,0,1,1,0,0,0,4502,0,17,9,17,64,25,1,0,3,4,1,1,2,0,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,13,23,79,81,43,24,104,268,523,412
1,1800,0,20,19,36,88,17,0,0,0,3,2,0,1,0,0,1,1,0,0,4756,1,19,20,26,65,20,1,0,3,4,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,27,24,777,202,12,80,64,61,145,497
1,3144,1,21,10,29,54,13,1,0,1,3,1,1,1,0,1,2,1,0,0,2590,0,10,21,12,42,19,0,0,0,4,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,58,104,13,222,12,887,59,112,412,67
0,3363,1,20,19,24,47,23,1,0,2,3,2,1,0,0,0,1,1,0,0,3251,0,19,20,28,233,14,0,0,0,2,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,24,60,126,236,44,54,104,238,81,143
