blueWins,blueCurrentGolds,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redCurrentGolds,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,2781,1,8,6,6,28,10,1,0,3,1,0,0,1,0,0,0,1,0,0,2068,0,6,8,5,24,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,126,64,7,145,111,58,245,897,81,497
0,2567,0,14,5,21,27,6,1,0,2,1,1,0,0,0,1,1,1,0,0,1078,1,5,14,7,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,59,99,145,526,114,421,69,81,497
0,3580,1,14,7,15,26,8,0,0,0,0,0,0,0,0,1,1,1,0,0,1557,0,7,14,12,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,64,517,360,526,78,234,4,145,12
1,3580,0,10,10,13,25,12,0,0,0,0,0,0,0,0,1,1,1,0,0,2800,1,10,10,8,22,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164,64,163,498,111,114,254,518,145,201
0,1680,1,12,5,14,26,12,0,0,0,0,0,0,0,0,1,1,0,0,0,1954,0,5,12,7,32,11,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,85,64,69,360,526,24,517,126,895,497
1,1912,0,12,9,16,27,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3155,1,9,12,19,28,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,92,68,131,360,526,79,101,78,145,497
1,2928,1,10,6,18,33,6,0,0,0,0,0,0,0,0,1,1,1,0,0,3118,0,6,10,5,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,897,104,134,81,497,89,64,777,115,150
1,4807,1,9,5,11,31,9,0,0,0,0,0,0,0,0,0,0,1,0,0,4592,0,5,9,3,23,9,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,85,104,4,429,412,897,121,84,18,12
1,2151,0,9,7,12,25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1901,1,7,9,10,28,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,61,145,12,897,104,134,429,53
0,2249,0,6,9,7,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1,9,6,12,27,9,1,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,126,254,245,145,53,103,24,134,51,235
0,2270,1,9,9,11,71,8,0,0,0,0,0,0,0,0,1,1,1,0,0,3090,0,9,9,10,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,76,777,202,43,114,104,518,119,111
0,2932,1,10,4,13,27,8,0,0,0,0,0,0,0,0,1,1,0,0,0,2655,0,4,10,4,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,64,85,145,53,897,104,84,235,223
1,4444,1,5,3,8,37,8,0,0,0,0,0,0,0,0,1,1,1,0,0,1177,0,3,5,6,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,104,268,429,53,266,121,61,18,888
0,3186,1,12,10,17,17,8,0,0,0,0,0,0,0,0,1,1,1,0,0,3619,0,10,12,17,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,421,91,145,12,897,24,166,498,53
1,3157,0,11,9,13,27,4,1,0,3,1,0,0,1,0,1,1,0,0,0,2355,1,9,11,10,24,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41,526,200,15,235,79,24,777,67,497
1,2302,0,11,13,14,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,1,13,11,17,24,10,1,0,3,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,887,76,78,222,9,57,104,126,69,111
1,1523,0,6,10,5,57,11,0,0,0,0,0,0,0,0,0,0,1,0,0,4366,1,10,6,12,60,5,1,0,3,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,58,203,711,222,432,266,104,84,523,412
