blueWins,blueCurrentGolds,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,blueBaron,blueFirstBaron,redCurrentGolds,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,redBaron,redFirstBaron,blueAirDragon,blueEarthDragon,blueWaterDragon,blueFireDragon,blueElderDragon,redAirDragon,redEarthDragon,redWaterDragon,redFireDragon,redElderDragon,blueChamps0,blueChamps1,blueChamps2,blueChamps3,blueChamps4,redChamps0,redChamps1,redChamps2,redChamps3,redChamps4
1,4074,1,23,13,30,71,28,1,1,3,7,4,2,1,2,0,1,2,1,0,2770,0,13,23,15,61,22,0,0,0,5,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,126,64,7,145,111,58,245,897,81,497
0,2327,0,29,21,42,61,20,1,0,2,2,1,1,0,0,1,1,2,0,0,4862,1,21,29,36,71,22,0,0,0,4,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,122,59,99,145,526,114,421,69,81,497
0,2532,1,29,19,37,62,22,1,0,2,1,1,0,0,0,1,3,1,0,0,4743,0,19,29,43,59,20,0,0,0,7,1,3,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,107,64,517,360,526,78,234,4,145,12
1,6260,0,28,19,42,68,32,0,0,0,6,4,1,1,0,1,2,2,1,0,2766,1,19,28,18,56,25,1,1,1,5,1,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,164,64,163,498,111,114,254,518,145,201
0,4218,1,24,23,36,68,28,0,0,0,3,2,1,0,0,1,2,1,0,0,4376,0,23,24,39,83,25,1,0,1,7,2,2,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,85,64,69,360,526,24,517,126,895,497
1,1563,0,27,20,57,72,28,1,0,1,4,2,1,1,0,0,3,1,1,0,3217,1,20,27,42,70,31,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,92,68,131,360,526,79,101,78,145,497
1,3208,1,20,15,35,82,21,1,0,2,3,1,0,2,0,1,3,2,1,0,2235,0,15,20,23,59,40,0,0,0,7,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,897,104,134,81,497,89,64,777,115,150
1,3228,1,25,16,52,67,25,0,0,0,5,2,3,0,0,0,1,2,0,0,3159,0,16,25,22,68,19,1,0,3,5,1,1,3,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,85,104,4,429,412,897,121,84,18,12
1,4623,0,19,21,37,72,22,1,0,3,2,1,0,1,0,0,1,2,1,0,2500,1,21,19,38,77,24,0,0,0,6,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,24,61,145,12,897,104,134,429,53
0,2776,0,10,19,12,58,23,0,0,0,1,0,1,0,0,0,0,0,0,0,3170,1,19,10,32,67,26,1,1,3,9,3,3,3,1,1,3,2,1,1,0,0,0,0,0,0,1,0,1,0,126,254,245,145,53,103,24,134,51,235
0,1067,1,23,19,34,158,17,1,0,2,5,2,2,1,0,1,2,2,1,0,2218,0,19,23,27,56,26,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,516,76,777,202,43,114,104,518,119,111
0,2619,1,20,25,41,61,23,1,0,3,3,1,1,1,0,1,2,1,0,0,3052,0,25,20,60,46,23,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,58,64,85,145,53,897,104,84,235,223
1,3299,1,14,11,28,103,37,1,0,2,6,2,2,2,0,1,1,2,1,0,841,0,11,14,22,85,28,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,777,104,268,429,53,266,121,61,18,888
0,3970,1,26,32,40,51,20,1,0,3,3,0,1,2,0,1,2,1,0,0,4230,0,32,26,77,78,15,0,0,0,7,2,2,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,57,421,91,145,12,897,24,166,498,53
1,4819,0,25,13,43,59,17,1,1,3,5,3,1,1,1,1,3,1,1,0,2670,1,13,25,14,65,17,0,0,0,6,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41,526,200,15,235,79,24,777,67,497
1,4987,0,24,23,35,119,19,0,0,0,2,0,0,2,0,0,1,1,1,0,2818,1,23,24,38,65,18,1,0,3,4,2,1,1,0,1,3,1,0,0,0,0,0,1,0,0,0,1,1,0,887,76,78,222,9,57,104,126,69,111
1,1756,0,20,22,34,120,32,0,0,0,2,1,1,0,0,0,0,1,1,1,3218,1,22,20,30,122,20,1,0,3,5,2,1,2,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,58,203,711,222,432,266,104,84,523,412
0,3268,0,12,23,28,60,30,0,0,0,0,0,0,0,0,0,0,0,1,1,5162,1,23,12,34,127,29,1,1,3,8,3,2,3,1,1,4,2,0,0,0,0,0,0,0,0,1,1,2,0,133,154,61,145,412,516,427,18,429,888
0,3520,1,12,26,19,56,21,0,0,0,0,0,0,0,0,1,1,0,0,0,8117,0,26,12,31,70,28,1,1,3,9,3,2,4,1,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,13,23,79,81,43,24,104,268,523,412
1,2503,0,26,20,52,105,18,0,0,0,4,2,1,1,0,0,1,1,1,0,1701,1,20,26,29,73,23,1,0,3,5,1,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,27,24,777,202,12,80,64,61,145,497
1,1957,1,25,13,40,65,19,1,0,1,3,1,1,1,0,1,2,1,1,0,3997,0,13,25,19,55,24,0,0,0,4,1,1,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,58,104,13,222,12,887,59,112,412,67
0,4037,1,22,24,31,57,29,1,0,2,3,2,1,0,0,0,1,1,1,0,3128,0,24,22,32,264,19,0,0,0,7,2,2,3,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,24,60,126,236,44,54,104,238,81,143
0,3220,0,14,26,30,65,29,0,0,0,0,0,0,0,0,0,1,1,0,0,5263,1,26,14,49,73,24,1,0,2,6,2,2,2,0,1,3,1,0,0,0,0,1,0,0,0,2,0,0,0,24,64,103,51,412,897,234,115,429,111
1,5924,0,26,15,40,83,25,0,0,0,2,2,0,0,0,0,1,2,1,0,1799,1,15,26,16,72,28,1,0,3,5,0,2,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,69,104,166,429,412,24,60,126,523,111
0,2060,1,23,26,48,82,24,0,0,0,0,0,0,0,0,1,2,0,0,0,2302,0,26,23,31,64,26,1,0,2,7,2,2,3,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,54,254,222,3,902,58,104,61,429,111
1,4910,0,32,12,38,76,22,1,0,2,5,1,1,3,0,0,1,2,0,0,3557,1,12,32,20,64,28,0,0,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,897,64,103,429,518,10,59,61,81,43
1,3120,0,24,25,41,72,37,0,0,0,1,0,0,1,0,1,2,1,0,0,2577,1,25,24,29,81,31,1,0,1,6,3,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,517,23,429,526,80,104,887,115,555
0,1505,0,27,39,38,53,16,1,0,2,4,2,1,1,0,0,0,1,0,0,2683,1,39,27,44,45,16,0,1,0,9,3,3,3,2,1,3,1,1,1,0,0,0,0,0,1,0,1,1,0,517,163,126,222,111,54,104,268,145,78
1,2972,1,23,13,26,52,30,1,0,3,1,0,0,1,0,0,2,1,0,0,3931,0,13,23,19,67,17,0,0,0,5,2,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,114,876,711,29,78,120,58,112,498,497
1,2182,0,17,24,24,67,24,1,0,3,3,1,1,1,0,1,1,2,0,0,2198,1,24,17,43,61,30,0,0,0,4,1,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,897,104,134,895,526,887,163,777,145,12
1,6568,1,26,19,34,58,26,1,0,3,2,1,0,1,0,1,3,2,1,0,1444,0,19,26,31,69,20,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,897,64,517,498,526,78,104,61,523,497
1,2823,1,37,29,52,57,22,1,0,1,6,3,1,2,0,1,2,2,0,0,3199,0,29,37,34,59,29,0,0,0,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,163,777,145,526,68,104,103,236,111
0,1778,1,18,14,39,71,21,0,0,0,3,2,1,0,0,0,1,1,1,0,4770,0,14,18,27,59,31,1,0,3,3,0,0,3,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,78,64,134,51,111,897,35,147,18,526
0,1805,0,21,29,25,90,29,1,0,3,1,0,0,1,0,0,1,1,0,0,3580,1,29,21,42,75,50,0,0,0,8,5,2,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,150,64,517,429,888,58,104,84,222,22
0,2554,0,9,35,9,64,31,1,0,3,2,0,1,1,0,0,0,1,0,0,4182,1,35,9,45,66,34,0,0,0,5,2,1,2,0,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,114,104,517,236,31,154,163,91,110,111
0,2415,0,21,22,33,112,25,0,0,0,1,1,0,0,0,0,2,1,1,0,3350,1,22,21,28,75,21,1,1,1,8,3,3,2,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,122,76,777,222,412,114,234,61,145,111
1,4492,0,16,17,34,62,21,0,0,0,3,1,2,0,0,0,0,1,1,1,5825,1,17,16,31,91,28,1,0,2,4,1,1,2,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,23,163,238,12,523,122,76,126,895,526
1,4669,1,35,20,64,57,28,0,1,0,4,2,1,1,1,0,1,1,1,0,8452,0,20,35,25,98,18,1,0,1,5,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,86,104,517,145,526,164,76,777,147,53
1,4354,0,23,19,30,67,28,0,0,0,1,1,0,0,0,0,2,2,1,0,1566,1,19,23,21,79,21,1,0,1,6,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,897,203,61,45,53,266,104,145,523,902
0,2877,0,21,30,31,55,20,0,0,0,2,1,0,1,0,0,1,0,1,0,5495,1,30,21,37,54,24,1,0,2,6,2,3,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,203,84,145,555,24,121,517,235,516
0,3160,1,24,19,38,54,18,0,1,0,3,3,0,0,1,0,0,1,1,1,7132,0,19,24,22,65,18,1,0,3,5,2,1,2,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,266,234,38,222,902,875,24,39,81,555
1,1791,0,25,19,26,71,31,0,0,0,5,1,2,2,0,0,0,2,1,1,1512,1,19,25,17,67,27,1,0,2,4,1,1,2,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,68,203,7,895,497,238,5,115,498,518
